OBJECTID_1,AREA_NAME,HOOD_ID,ASSAULT_2014,ASSAULT_2015,ASSAULT_2016,ASSAULT_2017,ASSAULT_2018,ASSAULT_2019,ASSAULT_2020,ASSAULT_2021,ASSAULT_2022,ASSAULT_2023,ASSAULT_RATE_2014,ASSAULT_RATE_2015,ASSAULT_RATE_2016,ASSAULT_RATE_2017,ASSAULT_RATE_2018,ASSAULT_RATE_2019,ASSAULT_RATE_2020,ASSAULT_RATE_2021,ASSAULT_RATE_2022,ASSAULT_RATE_2023,AUTOTHEFT_2014,AUTOTHEFT_2015,AUTOTHEFT_2016,AUTOTHEFT_2017,AUTOTHEFT_2018,AUTOTHEFT_2019,AUTOTHEFT_2020,AUTOTHEFT_2021,AUTOTHEFT_2022,AUTOTHEFT_2023,AUTOTHEFT_RATE_2014,AUTOTHEFT_RATE_2015,AUTOTHEFT_RATE_2016,AUTOTHEFT_RATE_2017,AUTOTHEFT_RATE_2018,AUTOTHEFT_RATE_2019,AUTOTHEFT_RATE_2020,AUTOTHEFT_RATE_2021,AUTOTHEFT_RATE_2022,AUTOTHEFT_RATE_2023,BIKETHEFT_2014,BIKETHEFT_2015,BIKETHEFT_2016,BIKETHEFT_2017,BIKETHEFT_2018,BIKETHEFT_2019,BIKETHEFT_2020,BIKETHEFT_2021,BIKETHEFT_2022,BIKETHEFT_2023,BIKETHEFT_RATE_2014,BIKETHEFT_RATE_2015,BIKETHEFT_RATE_2016,BIKETHEFT_RATE_2017,BIKETHEFT_RATE_2018,BIKETHEFT_RATE_2019,BIKETHEFT_RATE_2020,BIKETHEFT_RATE_2021,BIKETHEFT_RATE_2022,BIKETHEFT_RATE_2023,BREAKENTER_2014,BREAKENTER_2015,BREAKENTER_2016,BREAKENTER_2017,BREAKENTER_2018,BREAKENTER_2019,BREAKENTER_2020,BREAKENTER_2021,BREAKENTER_2022,BREAKENTER_2023,BREAKENTER_RATE_2014,BREAKENTER_RATE_2015,BREAKENTER_RATE_2016,BREAKENTER_RATE_2017,BREAKENTER_RATE_2018,BREAKENTER_RATE_2019,BREAKENTER_RATE_2020,BREAKENTER_RATE_2021,BREAKENTER_RATE_2022,BREAKENTER_RATE_2023,HOMICIDE_2014,HOMICIDE_2015,HOMICIDE_2016,HOMICIDE_2017,HOMICIDE_2018,HOMICIDE_2019,HOMICIDE_2020,HOMICIDE_2021,HOMICIDE_2022,HOMICIDE_2023,HOMICIDE_RATE_2014,HOMICIDE_RATE_2015,HOMICIDE_RATE_2016,HOMICIDE_RATE_2017,HOMICIDE_RATE_2018,HOMICIDE_RATE_2019,HOMICIDE_RATE_2020,HOMICIDE_RATE_2021,HOMICIDE_RATE_2022,HOMICIDE_RATE_2023,ROBBERY_2014,ROBBERY_2015,ROBBERY_2016,ROBBERY_2017,ROBBERY_2018,ROBBERY_2019,ROBBERY_2020,ROBBERY_2021,ROBBERY_2022,ROBBERY_2023,ROBBERY_RATE_2014,ROBBERY_RATE_2015,ROBBERY_RATE_2016,ROBBERY_RATE_2017,ROBBERY_RATE_2018,ROBBERY_RATE_2019,ROBBERY_RATE_2020,ROBBERY_RATE_2021,ROBBERY_RATE_2022,ROBBERY_RATE_2023,SHOOTING_2014,SHOOTING_2015,SHOOTING_2016,SHOOTING_2017,SHOOTING_2018,SHOOTING_2019,SHOOTING_2020,SHOOTING_2021,SHOOTING_2022,SHOOTING_2023,SHOOTING_RATE_2014,SHOOTING_RATE_2015,SHOOTING_RATE_2016,SHOOTING_RATE_2017,SHOOTING_RATE_2018,SHOOTING_RATE_2019,SHOOTING_RATE_2020,SHOOTING_RATE_2021,SHOOTING_RATE_2022,SHOOTING_RATE_2023,THEFTFROMMV_2014,THEFTFROMMV_2015,THEFTFROMMV_2016,THEFTFROMMV_2017,THEFTFROMMV_2018,THEFTFROMMV_2019,THEFTFROMMV_2020,THEFTFROMMV_2021,THEFTFROMMV_2022,THEFTFROMMV_2023,THEFTFROMMV_RATE_2014,THEFTFROMMV_RATE_2015,THEFTFROMMV_RATE_2016,THEFTFROMMV_RATE_2017,THEFTFROMMV_RATE_2018,THEFTFROMMV_RATE_2019,THEFTFROMMV_RATE_2020,THEFTFROMMV_RATE_2021,THEFTFROMMV_RATE_2022,THEFTFROMMV_RATE_2023,THEFTOVER_2014,THEFTOVER_2015,THEFTOVER_2016,THEFTOVER_2017,THEFTOVER_2018,THEFTOVER_2019,THEFTOVER_2020,THEFTOVER_2021,THEFTOVER_2022,THEFTOVER_2023,THEFTOVER_RATE_2014,THEFTOVER_RATE_2015,THEFTOVER_RATE_2016,THEFTOVER_RATE_2017,THEFTOVER_RATE_2018,THEFTOVER_RATE_2019,THEFTOVER_RATE_2020,THEFTOVER_RATE_2021,THEFTOVER_RATE_2022,THEFTOVER_RATE_2023,POPULATION_2023,Shape__Area,Shape__Length
52,Oakwood Village,107,118,145,147,123,139,164,126,103,164,112,541.9058838,668.1104126,677.2633057,562.362854,628.1350098,735.2941284,564.7944946,464.2149048,737.3768921,499.9107361,20,12,26,14,31,40,24,30,64,58,91.84844971,55.29189682,119.7880707,64.00878143,140.0876617,179.3400269,107.5799026,135.2082214,287.7568359,258.8823547,18,22,17,14,7,12,13,11,12,10,82.66360474,101.3684769,78.32296753,64.00878143,31.63269997,53.80200958,58.27244568,49.57634735,53.56186395,44.6348877,25,29,23,41,19,49,32,36,38,36,114.8105621,133.6220856,105.9663696,187.4542847,85.86018372,219.6915283,143.4398651,162.2498627,170.8556213,160.6855927,2,0,0,0,0,2,2,0,0,,9.184844971,0,0,0,0,8.967000961,8.96499157,0,0,,39,20,35,26,20,45,25,14,25,13,179.1044769,92.1531601,161.2531738,118.8734436,90.37914276,201.7575378,112.0623932,63.09716797,112.405014,58.02535248,1,3,11,2,11,13,7,3,5,2,4.592422485,13.82297421,50.67956543,9.144111633,49.70852661,58.28551102,31.37747192,13.52082253,22.48100281,8.926977158,27,41,26,62,35,50,49,58,47,45,123.9954071,188.9139709,119.7880707,283.4674377,158.1634979,224.1750336,219.6423035,261.4025574,209.7839671,200.8569946,2,3,2,5,2,2,3,8,5,3,9.184844971,13.82297421,9.214467049,22.86027718,9.037914276,8.967000961,13.44748783,36.05552673,22.48100281,13.39046574,22404,2219372.56640625,6334.9036099945
53,Humewood-Cedarvale,106,37,49,53,41,47,45,42,49,42,54,251.7520599,333.8329468,360.4706421,275.3526001,310.8876953,294.0407715,273.1707458,319.1974487,271.7039795,345.7106323,11,7,17,22,21,16,26,34,56,53,74.84520721,47.69042206,115.6226654,147.7501678,138.9072571,104.5478287,169.1056976,221.4839478,362.2719727,339.3085938,27,51,18,13,19,13,29,16,23,14,183.710968,347.4587708,122.423996,87.30691528,125.6780014,84.94511414,188.6178894,104.2277374,147.2471191,89.62867737,31,39,27,39,34,28,49,19,32,38,210.9273987,265.7037659,183.6359863,261.9207458,224.8974762,182.9587097,318.6991882,123.7704391,207.0125427,243.2778473,0,1,0,1,0,0,0,0,0,,0,6.812917233,0,6.715916634,0,0,0,0,0,,8,11,7,8,4,11,6,3,5,1,54.43287659,74.9420929,47.60933304,53.72733307,26.45852661,71.87663269,39.02439117,19.54270172,32.34571075,6.402048588,0,0,0,1,0,0,0,0,1,,0,0,0,6.715916634,0,0,0,0,6.46914196,,82,59,40,34,61,48,62,39,38,26,557.9370117,401.9621277,272.0533142,228.3411713,403.4925232,313.6434937,403.2520447,254.0551147,243.2778489,166.4532623,3,3,5,5,7,3,6,2,2,3,20.41232872,20.43875122,34.00666428,33.57958221,46.30242157,19.60271835,39.02439117,13.02846718,12.93828392,19.20614624,15620,1871170.0637207,6036.12881602337
54,Lawrence Park North,105,26,25,22,34,21,37,43,38,32,32,172.3223724,166.2676239,146.3836517,224.3336029,136.7098541,238.8483582,277.5447083,246.4651642,206.7183533,205.3783417,23,22,14,27,39,18,23,46,81,81,152.4390259,146.315506,93.15323639,178.1472626,253.8897247,116.1965027,148.4541473,298.3525696,523.2557983,519.8639526,8,10,14,20,12,23,17,19,11,6,53.0222702,66.50704956,93.15323639,131.9609375,78.11991119,148.4733124,109.7269745,123.2325821,70.59880624,38.50843811,35,35,27,29,13,23,19,20,29,33,231.9724274,232.7746735,179.6526642,191.3433685,84.6299057,148.4733124,122.6360321,129.7185059,187.338501,211.7964172,1,0,0,0,0,0,0,0,0,,6.627783775,0,0,0,0,0,0,0,0,,,6,4,6,2,5,12,8,6,6,,39.90422821,26.61521149,39.58828354,13.01998615,32.27680588,77.45433044,51.8874054,38.75968933,38.50843811,1,0,0,0,0,0,0,0,0,,6.627783775,0,0,0,0,0,0,0,0,,63,35,22,38,39,56,46,27,28,33,417.5503845,232.7746735,146.3836517,250.7257843,253.8897247,361.5002136,296.9082947,175.1199951,179.7060522,211.7964172,4,5,3,6,4,4,1,1,3,7,26.5111351,33.25352478,19.96140862,39.58828354,26.03997231,25.82144547,6.454527855,6.485925674,19.37984467,44.92651367,15581,2289920.91503906,6540.33799081589
55,Lawrence Park South,103,15,31,19,22,14,24,27,35,33,33,94.80470276,196.7129822,120.7345734,138.1215515,86.4357605,146.4754333,164.1736603,212.9342346,199.3716736,196.686142,15,28,20,16,30,27,30,62,96,120,94.80470276,177.6762543,127.0890274,100.452034,185.2194824,164.7848663,182.4151764,377.1977844,579.9903564,715.22229,6,11,12,18,16,11,32,17,9,6,37.92188263,69.80138397,76.25341797,113.0085373,98.78372192,67.13457489,194.5761871,103.4252014,53.64167362,35.76111603,68,47,44,48,36,57,58,26,35,58,429.781311,298.2422791,279.5958557,301.3561096,222.263382,347.8791504,352.669342,158.179718,211.4548035,345.6907959,,,,,,,,,,,,,,,,,,,,,2,6,2,5,5,15,12,7,8,7,12.64062691,38.07348251,12.70890236,31.39126015,30.86991501,91.54714966,72.96607208,42.5868454,48.33252716,41.72130203,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,6.041565895,,48,20,25,33,27,54,50,27,39,22,303.375061,126.9116058,158.8612823,207.1823273,166.6975403,329.5697327,304.0252991,164.2635498,232.4472524,131.1240845,5,3,1,2,2,8,12,2,5,6,31.60156822,19.03674126,6.35445118,12.55650425,12.34796524,48.82514572,72.96607208,12.16767025,30.20783043,35.76111603,16778,3242395.98486328,9777.80193527985
56,Forest Hill North,102,24,28,28,38,33,40,40,40,45,63,185.0424042,215.6832581,214.9547119,289.9435425,249.6217804,301.023468,301.5908813,303.7897644,341.5559692,478.287262,12,13,8,11,21,27,42,35,38,53,92.52120209,100.1386566,61.41563034,83.93102264,158.8502197,203.1908417,316.6704407,265.81604,288.4250488,402.3686523,17,41,13,9,7,20,24,5,2,3,131.071701,315.8218994,99.80039978,68.6708374,52.95007706,150.511734,180.9545288,37.97372055,15.18372305,22.77558517,38,36,19,46,42,38,45,12,14,46,292.9837952,277.3070374,145.8621216,350.9842834,317.7004395,285.9723206,339.2897644,91.13693237,106.2618561,349.2256165,,,,,,,,,,,,,,,,,,,,,5,5,8,8,16,19,16,2,7,9,38.55050278,38.51486588,61.41563034,61.04074478,121.0287476,142.9861603,120.6363602,15.18948841,53.13092804,68.32675171,0,0,0,0,1,1,0,1,0,,0,0,0,0,7.564296722,7.525587082,0,7.594744205,0,,35,16,13,39,32,32,57,38,10,35,269.8535156,123.2475739,99.80039978,297.5736389,242.0574951,240.8187866,429.7670288,288.6002808,75.91861524,265.7151489,3,4,2,3,,3,7,2,6,3,23.13030052,30.81189346,15.35390759,22.89027977,,22.57676125,52.77840424,15.18948841,45.54079819,22.77558517,13172,1571697.35375977,5716.05836857332
57,Forest Hill South,101,24,16,12,27,13,28,26,18,33,43,216.9589539,145.839035,109.8699875,242.6529999,114.0751114,241.2337341,221.5028076,152.5423737,275.8505249,353.6184082,5,13,9,12,26,20,38,75,82,94,45.19978333,118.4942093,82.40248871,107.8457794,228.1502228,172.3098145,323.7348633,635.5932007,685.4467773,773.0263062,9,11,9,8,16,8,23,21,7,11,81.35961151,100.2643356,82.40248871,71.89718628,140.4001465,68.92392731,195.9447937,177.966095,57.56578947,90.46052551,48,18,27,66,42,35,33,25,26,75,433.9179077,164.0689087,247.2074738,593.1517944,368.550354,301.5421753,281.1381836,211.8644104,217.336792,616.7763062,,,,,,,,,,,,,,,,,,,,,4,1,2,5,8,18,5,2,,1,36.15982819,9.11493969,18.31166458,44.93574142,70.20007324,155.0788269,42.59669495,16.94915199,,8.223684311,0,0,0,1,0,0,0,0,0,1,0,0,0,8.987148285,0,0,0,0,0,8.223684311,26,11,16,19,25,30,47,27,29,15,235.0388794,100.2643356,146.4933167,170.7558136,219.3752136,258.4647217,400.4089355,228.8135529,238.4868421,123.3552628,5,5,5,8,2,4,6,3,10,3,45.19978333,45.57469559,45.77915955,71.89718628,17.55001831,34.46196365,51.11603165,25.42372894,83.59107208,24.67105293,12160,2479878.58349609,7188.77972337365
58,Yonge-Eglinton,100,53,62,66,64,59,90,91,64,123,104,450.3739014,517.875061,540.5848389,513.2317505,462.3462219,691.5098267,691.7521973,483.7124939,916.4741821,756.7489014,6,9,3,2,11,12,17,28,35,40,50.9857254,75.17540741,24.57203674,16.0384922,86.20014191,92.2013092,129.2284241,211.6242218,260.7853394,291.057251,11,19,22,21,14,16,38,14,14,16,93.47382355,158.7036438,180.194931,168.4041748,109.7092667,122.9350739,288.8635559,105.8121109,101.8700429,116.422905,36,24,19,24,25,41,34,31,33,33,305.9143372,200.4677582,155.6228943,192.4619141,195.9094086,315.0211182,258.4568481,234.298233,245.883316,240.1222382,0,1,0,0,0,1,0,0,1,,0,8.352823257,0,0,0,7.683442116,0,0,7.45100975,,15,10,12,12,28,12,9,4,4,12,127.4643097,83.52822876,98.28814697,96.23095703,219.4185333,92.2013092,68.41505432,30.23203087,29.804039,87.31717682,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,7.683442116,0,0,7.45100975,14.55286312,25,11,8,24,22,44,42,22,35,18,212.4405212,91.88105774,65.52542877,192.4619141,172.4002838,338.0714417,319.2702332,166.2761688,254.6751073,130.975769,5,5,2,4,5,9,7,2,6,15,42.48810196,41.76411438,16.38135719,32.07698441,39.18188095,69.15097809,53.21170807,15.11601543,44.7060585,109.1464767,13743,1650361.81811523,5685.35557146289
59,Mount Pleasant East,99,29,32,19,43,38,58,42,47,54,77,169.7196655,186.3281708,109.7568054,245.770462,214.4590607,324.2940979,234.4796753,263.3790894,301.1040344,425.790741,7,4,8,10,15,17,19,38,63,57,40.96681595,23.29102135,46.21339035,57.15592194,84.65489197,95.05171967,106.0741425,212.944809,351.2880554,315.1957397,8,38,20,11,24,19,36,23,12,13,46.81921768,221.2647095,115.5334778,62.87151337,135.4478302,106.2342758,200.9825745,128.8876495,66.35700066,71.88674927,30,17,15,21,36,50,37,33,28,20,175.5720673,98.98683929,86.65010834,120.0274353,203.1717377,279.5638733,206.5654297,184.9257507,156.1280212,110.5950012,,,,,,,,,,,,,,,,,,,,,1,7,3,8,9,13,15,9,4,8,5.85240221,40.75928879,17.3300209,45.72473526,50.79293442,72.68660736,83.74274445,50.43429565,22.30400276,44.23799896,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,5.591277599,0,0,5.57600069,,25,24,15,30,32,55,53,26,44,23,146.3100586,139.7461243,86.65010834,171.4677582,180.5970917,307.5202637,295.8910217,145.6990814,243.3090024,127.1842499,2,3,1,4,9,3,4,3,6,5,11.70480442,17.46826553,5.776673794,22.86236763,50.79293442,16.77383232,22.33139801,16.81143188,33.4560051,27.64875031,18084,3093372.08886719,11322.3798169615
60,Rosedale-Moore Park,98,65,106,109,109,131,129,148,150,215,271,306.7484741,501.1109619,514.6850586,506.434967,597.87323,579.8013306,660.4489136,668.2407227,947.9299927,1175.552002,10,26,12,4,31,34,52,73,108,143,47.19207001,122.9140091,56.66257477,18.5847702,141.4814453,152.8158569,232.0496216,325.2105103,476.1694946,620.3096924,48,67,50,53,66,69,73,52,72,45,226.5219421,316.7399292,236.0940552,246.2481995,301.2185669,310.1263123,325.7619629,231.6567841,312.3237756,195.2023621,99,27,60,72,62,101,99,64,68,101,467.2015076,127.6414719,283.3128662,334.5258484,282.9628906,453.9529724,441.7867737,285.1160583,299.8104248,438.1208496,0,0,0,0,1,0,0,1,0,1,0,0,0,0,4.563917637,0,0,4.454938412,0,4.337830067,15,20,19,31,25,22,22,28,20,24,70.78810883,94.54924011,89.71574402,144.0319672,114.0979385,98.88085175,98.17484283,124.7382736,88.17953491,104.1079254,0,1,1,0,0,0,1,1,1,1,0,4.727461815,4.72188139,0,0,0,4.462492943,4.454938412,4.408976555,4.337830067,88,42,40,53,70,63,51,34,45,46,415.2902222,198.5533905,188.8752441,246.2481995,319.4742432,283.158783,227.5871277,151.4678955,195.2023598,199.5401917,7,9,9,10,11,14,10,8,13,23,33.03445053,42.54715729,42.49692917,46.46192551,50.20309448,62.92417526,44.62492752,35.63950729,57.31669617,99.77009583,23053,4661570.71972656,9735.10648613359
61,Yonge-St.Clair,97,16,26,32,26,27,35,23,50,45,35,127.9079056,205.6636658,250.0195313,199.7388,203.8351135,260.3198242,169.9423676,368.8131714,328.5151062,250.8421173,2,3,7,2,6,6,9,13,32,38,15.9884882,23.73042297,54.69177246,15.36452293,45.29669189,44.62625504,66.49918365,95.89141846,233.6107483,272.342865,8,19,14,12,15,24,25,12,19,14,63.95395279,150.2926788,109.3835449,92.18714142,113.2417297,178.5050201,184.7199707,88.51515961,136.1714327,100.3368454,37,20,12,18,24,28,27,30,26,36,295.7870483,158.2028198,93.75732422,138.2807159,181.1867676,208.2558594,199.4975586,221.2879028,189.8087311,258.0090332,,,,,,,,,,,,,,,,,,,,,3,1,6,2,1,2,4,5,7,2,23.98273277,7.910140991,46.87866211,15.36452293,7.549448967,14.87541866,29.55519485,36.88131714,51.10235214,14.33383465,0,0,1,0,0,0,0,0,0,,0,0,7.813110352,0,0,0,0,0,0,,7,9,7,7,23,22,20,23,21,19,55.95970917,71.19126892,54.69177246,53.77583313,173.6373291,163.6296082,147.7759705,169.6540527,150.5052677,136.1714325,3,5,7,,3,6,3,3,1,2,23.98273277,39.55070496,54.69177246,,22.64834595,44.62625504,22.16639519,22.1287899,7.300335884,14.33383465,13953,1161370.63354492,5873.15937293483
62,Casa Loma,96,26,34,43,34,44,55,65,46,59,56,236.6217651,308.1664124,387.1432495,301.4451599,383.4422607,473.3626099,555.7455444,392.9273071,499.3652039,467.7580872,4,3,5,8,18,5,20,21,30,42,36.40335083,27.19115448,45.01665497,70.92827606,156.8627472,43.0329628,170.9986267,179.3798523,253.9145203,350.818573,18,19,15,11,17,19,24,18,6,9,163.8150635,172.2106476,135.0499725,97.52637482,148.1481476,163.5252533,205.1983643,153.7541656,50.11693953,75.17540741,32,24,19,27,23,34,36,35,18,47,291.2268066,217.5292358,171.0632935,239.3829193,200.43573,292.6241455,307.7975464,298.9664307,152.3487091,392.5827026,0,0,0,0,1,0,0,0,0,,0,0,0,0,8.714596748,0,0,0,0,,8,5,2,9,6,8,3,1,10,15,72.80670166,45.31858826,18.00666237,79.79431152,52.2875824,68.85273743,25.64979553,8.541897774,84.63816833,125.2923508,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,8.541897774,8.463817596,,23,26,23,16,22,31,29,8,21,10,209.3192596,235.656662,207.0766144,141.8565521,191.7211304,266.8043823,247.9480133,68.33518219,175.4092883,83.52822876,4,5,7,7,2,2,7,4,3,6,36.40335083,45.31858826,63.02331924,62.0622406,17.4291935,17.21318436,59.84952164,34.16759109,25.39145088,50.11693954,11972,1922411.7980957,5937.69079738128
63,Annex,95,212,226,260,252,246,283,259,304,365,396,720.6472168,764.3915405,872.9812012,826.3649902,785.2651367,882.7199097,795.6256104,924.6585693,1092.029663,1147.759521,12,15,19,24,34,27,39,39,66,81,40.79135132,50.73395157,63.79478073,78.70142365,108.5325775,84.21709442,119.8046265,118.6239624,197.4629059,234.7689972,96,111,125,136,124,143,164,118,77,81,326.3308105,375.4312439,419.7025146,445.974762,395.8246765,446.0386658,503.7938232,358.9135132,223.1754681,234.7689972,156,108,123,117,172,212,204,157,139,138,530.2875977,365.2844543,412.9872742,383.6694641,549.0471191,661.2601318,626.6703491,477.5374756,415.8688354,399.9768066,0,0,0,0,2,1,0,0,0,,0,0,0,0,6.384269238,3.119151592,0,0,0,,42,41,35,63,43,33,40,47,43,67,142.7697296,138.6728058,117.5167007,206.5912476,137.2617798,102.9319992,122.8765411,142.957077,128.6500702,194.1916351,0,0,5,2,2,2,0,1,2,,0,0,16.7881012,6.558452129,6.384269238,6.238303185,0,3.041640043,5.983724117,,125,172,164,172,195,173,133,80,112,107,424.9099121,581.7493286,550.6497192,564.0269165,622.4662476,539.6132202,408.5644836,243.3312073,324.6188627,310.1269531,22,19,22,29,44,41,31,34,37,63,74.78414917,64.26300812,73.86764526,95.09755707,140.4539185,127.8852158,95.22931671,103.4157639,110.6988983,182.598114,34502,2790299.21801758,7605.96627119131
64,Wychwood,94,54,70,82,56,75,69,84,60,85,89,397.1464233,514.289917,599.7221069,404.4489441,532.4435425,483.3963928,585.0804443,417.3912964,587.6659546,609.213501,5,15,19,12,21,9,26,13,33,26,36.7728157,110.2049789,138.9599915,86.66763306,149.084198,63.05170059,181.0963287,90.43478394,228.1526489,177.9724884,11,36,35,20,14,23,21,13,16,13,80.90019989,264.4919434,255.9789429,144.4460449,99.38946533,161.1321259,146.2701111,90.43478394,109.5215278,88.9862442,31,29,29,38,30,49,45,33,28,41,227.9914703,213.0629578,212.0968323,274.4474792,212.977417,343.2814941,313.4359436,229.5652161,193.5840759,280.6489258,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,7.005744934,6.96524334,0,0,,15,12,9,18,22,12,19,5,6,25,110.3184509,88.16398621,65.82315826,130.0014496,156.1834412,84.06893921,132.3396301,34.78260803,41.4822998,171.1273804,0,1,0,0,1,1,2,1,1,6,0,7.346998692,0,0,7.099247456,7.005744934,13.93048668,6.956521511,6.913716793,41.0705719,15,23,26,29,43,39,34,13,25,22,110.3184509,168.9809723,190.155777,209.4467773,305.2676392,273.2240295,236.8182831,90.43478394,171.1273872,150.5921021,3,1,4,4,2,1,1,2,9,1,22.06369019,7.346998692,29.25473595,28.88920975,14.19849491,7.005744934,6.96524334,13.91304302,62.22344971,6.845095634,14609,1682041.59423828,5434.89670190745
65,Corso Italia-Davenport,92,72,84,70,89,91,93,85,114,99,147,499.7223816,582.524292,483.625824,611.3477173,618.6688232,628.293457,575.9978027,777.5731812,674.8466187,994.3181763,16,9,7,12,11,16,12,23,38,39,111.0494156,62.41331482,48.36257935,82.42890167,74.78414917,108.0934982,81.31734467,156.8787994,259.0320435,263.7987061,13,7,9,12,5,10,15,12,7,18,90.2276535,48.54368973,62.18046188,82.42890167,33.99279404,67.55844116,101.6466751,81.84980774,47.34848485,121.7532501,29,22,15,31,32,40,41,31,24,41,201.2770691,152.5658875,103.6341019,212.9413452,217.5538788,270.2337646,277.834259,211.4453278,163.5991821,277.3268433,0,1,0,0,0,0,1,0,0,1,0,6.934812546,0,0,0,0,6.776444912,0,0,6.76406908,19,16,29,30,18,32,12,1,11,19,131.8711853,110.9570007,200.3592682,206.0722656,122.374054,216.1869965,81.31734467,6.820816994,74.98295593,128.5173187,0,0,1,1,0,2,4,0,3,3,0,0,6.908940315,6.869075298,0,13.51168728,27.10577965,0,20.44989777,20.29220772,26,36,27,21,34,38,45,23,21,39,180.455307,249.6532593,186.5413818,144.2505798,231.151001,256.7220764,304.940033,156.8787994,142.0454545,263.7987061,2,4,2,3,5,5,6,4,3,12,13.88117695,27.73925018,13.81788063,20.60722542,33.99279404,33.77922058,40.65867233,27.28326797,20.44989777,81.16883087,14784,1889355.69067383,6089.31137563601
66,Weston-Pelham Park,91,92,95,83,77,87,115,102,92,101,119,780.3223267,821.5150757,730.3123779,666.7821045,739.6072388,962.5847778,847.1760864,763.2321167,829.5687866,965.1257324,23,16,16,8,14,13,19,16,29,21,195.0805817,138.3604279,140.7831116,69.27606201,119.0172577,108.8139267,157.807312,132.7360229,238.1930237,170.3162994,16,13,4,6,0,9,6,2,3,7,135.7082214,112.4178467,35.19577789,51.95705032,0,75.3327179,49.83388519,16.59200287,24.33090024,56.77210236,26,23,16,8,23,24,30,23,14,38,220.5258636,198.8931122,140.7831116,69.27606201,195.5283508,200.8872528,249.1694336,190.8080292,114.9897308,308.1914063,1,1,1,0,1,1,0,0,0,,8.48176384,8.647526741,8.798944473,0,8.501233101,8.3703022,0,0,0,,11,13,15,10,25,5,4,6,11,6,93.29940796,112.4178467,131.9841614,86.59508514,212.5308228,41.85150909,33.2225914,49.77600861,90.34907532,48.66180038,1,1,4,2,4,3,4,4,4,4,8.48176384,8.647526741,35.19577789,17.3190155,34.0049324,25.1109066,33.2225914,33.18400574,32.8542099,32.44120026,22,28,21,11,27,24,36,17,17,16,186.5988159,242.1307526,184.777832,95.2545929,229.5332794,200.8872528,299.0033264,141.0320282,137.8751014,129.764801,4,4,8,1,2,3,3,1,3,4,33.92705536,34.59010696,70.39155579,8.659507751,17.0024662,25.1109066,24.9169426,8.296001434,24.64065742,32.44120026,12330,1455888.94921875,5546.76814489661
67,Junction Area,90,101,101,107,90,133,93,103,115,113,136,702.4620972,702.413269,742.2823486,616.6917725,898.8916016,621.8656006,686.3006592,768.203064,750.8804321,891.6863403,25,24,20,24,38,31,35,25,45,46,173.8767548,166.91008,138.7443695,164.4511414,256.8261719,207.2885284,233.2089539,167.0006714,299.0231934,301.5997925,25,20,26,23,26,22,21,15,10,16,173.8767548,139.0917358,180.3676758,157.5990143,175.723175,147.1079865,139.9253693,100.2004013,65.56517178,104.904274,36,33,33,46,62,42,51,45,56,68,250.3825226,229.501358,228.9282074,315.1980286,419.0321655,280.8425293,339.8187561,300.6011963,372.1177368,445.8431702,1,0,0,0,0,0,0,0,0,,6.955070019,0,0,0,0,0,0,0,0,,15,15,12,14,26,15,12,9,23,19,104.3260574,104.3188019,83.24662018,95.92983246,175.723175,100.3009033,79.95735931,60.12023926,152.8340759,124.5738297,1,1,1,0,1,2,0,0,0,1,6.955070019,6.954586506,6.937218189,0,6.758583546,13.37345409,0,0,0,6.556517124,34,38,34,47,64,53,52,36,43,40,236.4723816,264.274292,235.8654175,322.0501709,432.5493469,354.3965149,346.4818726,240.480957,281.9302387,262.2606812,4,2,4,8,6,9,6,5,13,9,27.82028008,13.90917301,27.74887276,54.81704712,40.55150223,60.18054199,39.97867966,33.40013504,86.38447571,59.00865555,15252,2631929.67919922,7789.87315287201
